instance,formulation,lower_bound,upper_bound,time,variables,constaints
j601_1,continuous,77.0,77.0,10.14,5393,9488
j601_1,discrete,77.0,77.0,1.39,17472,936
j601_1,continuous,76.0,76.0,10.93,5145,9072
j6042_3,discrete,73.0,73.0,4.03,17331,1066
j6042_3,continuous,73.0,84.0,600.01,4017,7253
j6020_6,discrete,97.0,97.0,2.17,18110,995
j6020_6,continuous,97.0,97.0,0.08,4275,7684
j6033_8,discrete,74.0,74.0,1.89,17128,970
j6033_8,continuous,75.0,77.0,1054.47,3861,6869
j6032_8,discrete,76.0,76.0,3.85,15514,879
j6032_8,continuous,76.0,76.0,0.12,4685,8403
j6042_1,discrete,83.0,83.0,4.05,16604,1006
j6042_1,continuous,83.0,83.0,35.09,3925,7092
j6042_1,discrete,83.0,83.0,4.05,16604,1006
j6042_1,continuous,87.0,87.0,47.57,4393,7911
j6029_8,discrete,72.0,72.0,2.46,16720,979
j6029_8,continuous,73.0,129.0,1359.24,4789,8585
j6044_2,discrete,68.0,68.0,3.19,16951,1006
j6044_2,continuous,68.0,68.0,0.16,3969,7169
j6011_10,discrete,58.0,58.0,2.79,16716,980
j6011_10,continuous,58.0,58.0,5.32,5645,10064
j6028_5,discrete,71.0,71.0,3.34,17600,1019
j6028_5,continuous,71.0,71.0,0.11,4749,8515
j6025_5,discrete,61.0,61.0,3.25,15002,899
j6025_5,continuous,62.0,75.0,600.0,4541,7935
j6026_2,discrete,63.0,63.0,3.08,15599,931
j6026_2,continuous,63.0,70.0,600.0,4781,8571
j6036_2,discrete,75.0,75.0,1.91,15476,938
j6036_2,continuous,75.0,75.0,0.08,3667,6618
j6019_8,discrete,82.0,82.0,2.24,17468,967
j6019_8,continuous,82.0,82.0,2.51,4437,7951
j6042_2,discrete,68.0,68.0,3.42,16944,1038
j6042_2,continuous,68.0,68.0,15.47,4233,7631
j6034_4,discrete,83.0,83.0,1.88,16585,938
j6034_4,continuous,83.0,83.0,0.8,4117,7407
j6025_6,discrete,75.0,75.0,4.77,18222,1071
j6025_6,continuous,76.388489209,108.0,600.01,4535,7947
j6027_7,discrete,83.0,83.0,4.23,17478,1031
j6027_7,continuous,83.0,85.0,1125.41,4821,8641
j6035_1,discrete,78.0,78.0,2.16,18744,1130
j6035_1,continuous,78.0,78.0,0.86,3975,7154
j6035_1,discrete,78.0,78.0,2.16,18744,1130
j6035_1,continuous,71.0,71.0,1.32,3893,7027
j6010_9,discrete,73.0,73.0,2.45,18843,1072
j6010_9,continuous,73.0,78.0,600.01,5273,9413
j6031_9,discrete,86.0,86.0,3.32,19746,1107
j6031_9,continuous,86.0,109.0,672.49,4729,8480
j6010_5,discrete,79.0,79.0,3.05,20329,1172
j6010_5,continuous,79.0,83.0,1710.66,5301,9462
j6026_8,discrete,89.0,89.0,4.11,18386,1011
j6026_8,continuous,89.0,90.0,1118.2,4517,8109
j6030_1,discrete,70.0,70.0,2.82,15450,847
j6030_1,continuous,-inf,inf,1011.06,4557,8179
j6030_1,discrete,70.0,70.0,2.82,15450,847
j6030_1,continuous,81.0,292.0,957.46,4901,8781
j6037_6,discrete,62.0,62.0,3.61,18417,1154
j6037_6,continuous,65.164102564,92.0,1251.81,3843,6761
j6014_4,discrete,65.0,65.0,2.72,17978,1056
j6014_4,continuous,65.0,72.0,600.0,5241,9357
j6019_5,discrete,73.0,73.0,1.83,17475,1023
j6019_5,continuous,73.0,73.0,2.08,4581,8200
j6032_10,discrete,77.0,77.0,2.83,16971,995
j6032_10,continuous,77.0,77.0,0.12,4637,8319
j602_4,discrete,78.0,78.0,1.7,17703,960
j602_4,continuous,78.0,84.0,1073.0,5285,9398
j6045_5,discrete,60.0,60.0,2.5,16532,998
j6045_5,continuous,60.000000002,117.0,1420.56,4123,7401
j6035_4,discrete,72.0,72.0,2.01,16662,1002
j6035_4,continuous,72.0,72.0,1.75,3759,6797
j6037_5,discrete,80.0,80.0,2.71,15954,954
j6037_5,continuous,80.0,80.0,8.76,3501,6056
j6010_1,discrete,85.0,85.0,3.31,17140,924
j6010_1,continuous,85.0,85.0,67.17,5509,9826
j6010_1,discrete,85.0,85.0,3.31,17140,924
j6010_1,continuous,73.0,73.0,35.98,5493,9798
j6045_6,discrete,80.0,80.0,3.88,20088,1222
j6045_6,continuous,81.0,145.0,1158.26,3697,6483
j6029_3,discrete,72.0,72.0,2.96,18276,1083
j6029_3,continuous,-inf,inf,993.19,4727,8472
j6020_7,discrete,74.0,74.0,1.99,17155,1007
j6020_7,continuous,74.0,74.0,0.09,4641,8326
j6017_6,discrete,67.0,67.0,1.71,16035,947
j6017_6,continuous,67.0,67.0,4.67,4487,7956
j6012_5,discrete,63.0,63.0,3.02,17677,1008
j6012_5,continuous,63.0,63.0,0.15,5629,10036
j6042_9,discrete,70.0,70.0,4.17,16624,1014
j6042_9,continuous,71.0,71.0,190.81,3961,7155
j6023_7,discrete,59.99999999999999,59.99999999999999,3.06,16752,1043
j6023_7,continuous,60.0,60.0,9.35,4645,8333
j6035_8,discrete,75.0,75.0,2.25,18995,1110
j6035_8,continuous,75.0,75.0,1.56,4193,7546
j6030_9,discrete,98.0,98.0,3.09,18024,987
j6030_9,continuous,98.0,117.0,1063.76,4397,7899
j6017_10,discrete,65.0,65.0,2.16,19713,1191
j6017_10,continuous,66.0,66.0,14.08,4627,8204
j6025_10,discrete,77.0,77.0,2.66,18406,1087
j6025_10,continuous,78.0,108.0,600.0,4263,7597
j6044_3,discrete,87.0,87.0,2.76,18303,1050
j6044_3,continuous,87.0,87.0,0.13,4073,7351
j6042_10,discrete,87.0,87.0,3.26,15340,810
j6042_10,continuous,87.0,87.0,47.57,4393,7911
j6012_9,discrete,59.0,59.0,2.44,18265,1072
j6012_9,continuous,59.0,59.0,0.14,5429,9686
j6021_2,discrete,92.0,92.0,2.41,16757,907
j6021_2,continuous,92.0,92.0,16.14,3997,6830
j6016_7,discrete,82.0,82.0,3.11,15051,820
j6016_7,continuous,82.0,82.0,0.13,5157,9210
j6016_2,discrete,64.0,64.0,2.72,17843,1060
j6016_2,continuous,64.0,64.0,0.13,5285,9434
j6043_5,discrete,64.0,64.0,4.35,15997,998
j6043_5,continuous,64.0,64.0,2.59,4021,7260
j6010_8,discrete,64.0,64.0,2.47,16154,924
j6010_8,continuous,64.0,65.0,1130.55,5453,9728
j6021_9,discrete,68.99999999999999,68.99999999999999,3.89,18965,1131
j6021_9,continuous,69.0,82.0,600.0,4731,8365
j6039_6,discrete,83.0,83.0,2.38,15234,934
j6039_6,continuous,84.0,84.0,12.85,3713,6715
j6043_6,discrete,84.0,84.0,4.3,16846,990
j6043_6,continuous,84.0,84.0,6.22,4073,7351
j602_5,discrete,53.0,53.0,1.75,18510,1140
j602_5,continuous,53.000000000000334,53.000000000000334,2.6,5627,10010
j603_2,discrete,69.0,69.0,1.68,17805,1032
j603_2,continuous,69.0,69.0,2.55,5467,9748
j6039_2,discrete,84.0,84.0,3.8,18571,1090
j6039_2,continuous,84.0,84.0,3.8,4025,7267
j6011_6,discrete,70.0,70.0,3.0,17222,1004
j6011_6,continuous,70.0,70.0,26.93,5413,9658
j6022_4,discrete,64.0,64.0,3.45,19207,1179
j6022_4,continuous,66.0,71.0,600.0,4499,8061
j602_3,discrete,77.0,77.0,1.98,20935,1156
j602_3,continuous,77.0,79.0,1097.72,5387,9590
j6037_1,discrete,70.0,70.0,2.3,15705,982
j6037_1,continuous,86.0,86.0,85.68,4085,7201
j6037_1,discrete,70.0,70.0,2.3,15705,982
j6037_1,continuous,72.0,74.0,600.0,3605,6289
j6013_7,discrete,54.0,54.0,2.72,17571,1064
j6013_7,continuous,55.0,111.0,600.0,5609,10001
j6038_7,discrete,74.0,74.0,3.71,17838,1098
j6038_7,continuous,74.0,74.0,14.42,4009,7236
j6020_5,discrete,71.0,71.0,1.96,18350,1075
j6020_5,continuous,71.0,71.0,0.09,4819,8630
j6016_3,discrete,53.0,53.0,2.49,16766,1032
j6016_3,continuous,53.0,53.0,0.13,5185,9259
j6013_8,discrete,69.0,69.0,2.9,18018,1020
j6013_8,continuous,70.263157895,125.0,600.0,5143,9013
j6038_10,discrete,63.0,63.0,3.44,17609,1106
j6038_10,continuous,66.0,66.0,42.97,4077,7358
j602_9,discrete,65.0,65.0,1.49,18051,1024
j602_9,continuous,65.0,65.0,3.48,5441,9689
j602_7,discrete,49.0,49.0,1.59,18521,1136
j602_7,continuous,49.0,55.0,954.25,5765,10271
j6011_7,discrete,70.0,70.0,2.56,18772,1064
j6011_7,continuous,70.0,70.0,5.33,5481,9777
j6036_9,discrete,86.0,86.0,2.31,17617,1050
j6036_9,continuous,86.0,86.0,0.07,3801,6875
j6026_5,discrete,61.0,61.0,3.35,15549,955
j6026_5,continuous,61.0,61.0,13.63,4729,8480
j6025_2,discrete,69.0,69.0,2.78,18829,1123
j6025_2,continuous,70.204404086,117.0000000000001,600.0,4625,8259
j6023_3,discrete,75.0,75.0,2.94,17342,971
j6023_3,continuous,76.0,76.0,3.97,4479,8038
j6029_2,discrete,88.0,88.0,4.5,15865,891
j6029_2,continuous,-inf,inf,1264.18,3871,6611
j6015_10,discrete,61.0,61.0,2.1,16181,936
j6015_10,continuous,61.0,61.0,3.44,5429,9686
j6015_9,discrete,72.0,72.0,3.65,20094,1172
j6015_9,continuous,72.0,72.0,3.51,5489,9791
j6045_3,discrete,86.0,86.0,3.39,18714,1066
j6045_3,continuous,86.0,131.0,600.01,3749,6565
j6035_2,discrete,77.0,77.0,2.38,19361,1142
j6035_2,continuous,77.0,77.0,0.86,3885,7004
j6040_8,discrete,80.0,80.0,4.07,18283,1074
j6040_8,continuous,80.0,80.0,0.09,3965,7162
j6026_9,discrete,62.0,62.0,2.84,19695,1195
j6026_9,continuous,-inf,inf,1010.41,4881,8746
j6017_8,discrete,66.0,66.0,1.74,17316,1019
j6017_8,continuous,71.0,71.0,29.74,4751,8370
j6042_5,discrete,73.0,73.0,4.03,16565,982
j6042_5,continuous,73.0,73.0,9.7,3713,6721
j6040_2,discrete,81.0,81.0,3.39,18062,1062
j6040_2,continuous,81.0,81.0,0.09,3909,7064
j6032_6,discrete,93.0,93.0,4.75,16390,891
j6032_6,continuous,93.0,93.0,62.61,4293,7717
j6028_9,discrete,74.0,74.0,4.47,18470,1107
j6028_9,continuous,74.0,74.0,0.11,4641,8326
j6045_2,discrete,78.0,78.0,3.61,19536,1146
j6045_2,continuous,83.0,136.0,600.0,3773,6622
j6030_8,discrete,63.0,63.0,2.63,17062,1039
j6030_8,continuous,63.0,88.0,893.11,4729,8480
j6011_2,discrete,61.0,61.0,3.38,17397,1024
j6011_2,continuous,61.0,61.0,6.31,5381,9602
j6017_5,discrete,52.0,52.0,1.6,14640,927
j6017_5,continuous,55.0,55.0,28.65,4597,8159
j602_10,discrete,64.0,64.0,1.96,20887,1232
j602_10,continuous,64.0,80.0,754.85,5561,9902
j601_7,discrete,60.0,60.0,1.61,18513,1096
j601_7,continuous,60.0,60.0,60.37,5423,9515
j6038_8,discrete,68.0,68.0,4.12,18866,1174
j6038_8,continuous,71.0,71.0,24.65,3805,6882
j6045_10,discrete,61.0,61.0,4.23,16773,1062
j6045_10,continuous,66.0,125.0,600.01,4027,7173
j6023_2,discrete,69.0,69.0,3.06,19020,1155
j6023_2,continuous,69.0,69.0,4.1,4717,8459
j6016_4,discrete,60.0,60.0,3.21,16801,980
j6016_4,continuous,60.0,60.0,0.13,5325,9504
j6034_9,discrete,77.0,77.0,2.3,16559,1010
j6034_9,continuous,77.0,77.0,2.94,4079,7336
j6028_4,discrete,84.0,84.0,3.93,17321,967
j6028_4,continuous,84.0,84.0,0.11,4753,8522
j6033_10,discrete,69.0,69.0,2.2,16927,1030
j6033_10,continuous,69.0,69.0,2.47,3831,6830
j6024_5,discrete,76.0,76.0,2.32,16633,951
j6024_5,continuous,76.0,76.0,0.1,4813,8627
j6041_4,discrete,100.0,100.0,5.18,17244,974
j6041_4,continuous,100.0,121.0,785.22,3311,5707
j6024_9,discrete,80.0,80.0,3.22,17301,983
j6024_9,continuous,80.0,80.0,0.09,4669,8375
j6012_1,discrete,59.0,59.0,2.39,17985,1084
j6012_1,continuous,59.0,59.0,0.15,5561,9917
j6012_1,discrete,59.0,59.0,2.39,17985,1084
j6012_1,continuous,79.0,79.0,0.14,5161,9217
j6040_7,discrete,68.0,68.0,2.66,16474,1010
j6040_7,continuous,68.0,68.0,0.09,3973,7176
j6038_2,discrete,71.0,71.0,3.67,19190,1166
j6038_2,continuous,71.0,78.0,600.0,4163,7507
j6035_3,discrete,87.0,87.0,2.39,17345,1062
j6035_3,continuous,87.0,87.0,1.96,3853,6948
j6012_2,discrete,58.0,58.0,2.13,15551,896
j6012_2,continuous,58.0,58.0,0.15,5621,10022
j6019_6,discrete,68.0,68.0,1.89,17838,1071
j6019_6,continuous,69.0,69.0,2.27,4603,8258
j6030_7,discrete,77.0,77.0,3.1,18983,1103
j6030_7,continuous,77.0,330.0,1195.18,4613,8277
j6038_6,discrete,86.0,86.0,3.72,17795,998
j6038_6,continuous,86.0,86.0,6.81,4003,7218
j6033_6,discrete,65.0,65.0,2.2,17800,1078
j6033_6,continuous,-inf,inf,912.64,4019,7150
j6029_9,discrete,70.0,70.0,3.76,16016,943
j6029_9,continuous,70.0,272.0,905.29,4615,8183
j6040_3,discrete,70.0,70.0,3.26,17087,1010
j6040_3,continuous,70.0,70.0,0.09,4009,7239
j6044_6,discrete,81.0,81.0,3.91,16509,978
j6044_6,continuous,81.0,81.0,0.12,4021,7260
j6044_10,discrete,65.0,65.0,2.62,15483,902
j6044_10,continuous,65.0,65.0,0.12,4013,7246
j6038_1,discrete,73.0,73.0,4.02,18110,1110
j6038_1,continuous,73.0,73.0,11.63,3933,7106
j6038_1,discrete,73.0,73.0,4.02,18110,1110
j6038_1,continuous,66.0,66.0,42.97,4077,7358
j6020_8,discrete,65.0,65.0,1.55,16658,1023
j6020_8,continuous,65.0,65.0,0.09,4871,8724
j6019_1,discrete,62.0,62.0,1.79,18064,1079
j6019_1,continuous,78.0,78.0,2.98,4463,7998
j6019_1,discrete,62.0,62.0,1.79,18064,1079
j6019_1,continuous,62.0,62.0,2.23,4943,8847
j6031_6,discrete,72.0,72.0,3.69,20635,1171
j6031_6,continuous,-inf,inf,1119.39,4773,8557
j6010_2,discrete,62.0,62.0,2.62,19183,1152
j6010_2,continuous,62.0,62.0,62.51,5533,9868
j601_4,discrete,79.0,79.0,1.41,17161,908
j601_4,continuous,79.0,79.0,10.97,5213,9203
j6043_2,discrete,85.0,85.0,4.06,18085,1022
j6043_2,continuous,85.0,85.0,17.38,3989,7204
j6014_7,discrete,69.0,69.0,2.23,16715,908
j6014_7,continuous,69.0,69.0,399.03,5273,9413
j6030_5,discrete,72.0,72.0,3.46,19157,1119
j6030_5,continuous,72.0,317.0,962.35,4621,8291
j6027_1,discrete,96.0,96.0,4.42,17570,919
j6027_1,continuous,-inf,inf,1118.37,4989,8935
j6027_1,discrete,96.0,96.0,4.42,17570,919
j6027_1,continuous,-inf,inf,1049.22,4361,7836
j6027_3,discrete,76.0,76.0,3.04,15708,927
j6027_3,continuous,-inf,inf,1210.6,4797,8599
j6010_10,discrete,73.0,73.0,3.51,16950,988
j6010_10,continuous,73.0,73.0,35.98,5493,9798
j6034_2,discrete,64.99999999999999,64.99999999999999,2.0,17445,1090
j6034_2,continuous,65.0,65.0,3.22,4019,7225
j6023_1,discrete,74.99999999999999,74.99999999999999,4.11,20654,1219
j6023_1,continuous,75.0,75.0,2.93,4765,8543
j6023_1,discrete,74.99999999999999,74.99999999999999,4.11,20654,1219
j6023_1,continuous,68.0,68.0,3.58,4589,8235
j6023_4,discrete,83.0,83.0,3.2,17239,971
j6023_4,continuous,83.0,83.0,8.49,4689,8410
j6028_7,discrete,75.0,75.0,2.18,17753,1003
j6028_7,continuous,75.0,75.0,0.11,4541,8151
j6042_6,discrete,82.0,82.0,4.32,15389,818
j6042_6,continuous,82.0,82.0,39.04,3349,6084
j6011_8,discrete,69.0,69.0,2.78,19445,1120
j6011_8,continuous,69.0,69.0,4.48,5465,9749
j602_6,discrete,61.0,61.0,1.48,16698,980
j602_6,continuous,-inf,inf,1021.88,5559,9882
j6017_1,discrete,76.0,76.0,1.58,16332,911
j6017_1,continuous,76.0,76.0,3.49,4393,7739
j6017_1,discrete,76.0,76.0,1.58,16332,911
j6017_1,continuous,66.0,66.0,14.08,4627,8204
j6028_3,discrete,72.0,72.0,3.8,16299,955
j6028_3,continuous,72.0,72.0,0.1,4173,7507
j6037_3,discrete,97.0,97.0,5.34,20391,1134
j6037_3,continuous,98.0,98.0,15.78,3405,5876
j6026_10,discrete,85.0,85.0,4.51,16411,919
j6026_10,continuous,85.0,85.0,21.92,4269,7675
j6019_3,discrete,81.0,81.0,1.62,18157,971
j6019_3,continuous,81.0,81.0,2.68,4791,8560
j6018_6,discrete,61.0,61.0,1.92,17323,1071
j6018_6,continuous,61.0,61.0,3.43,4493,8055
j6028_8,discrete,62.0,62.0,3.52,17101,1035
j6028_8,continuous,62.0,62.0,0.11,4989,8935
j6027_6,discrete,64.0,64.0,3.92,18731,1103
j6027_6,continuous,-inf,inf,1103.3,4969,8900
j6022_10,discrete,69.0,69.0,2.87,17041,1047
j6022_10,continuous,69.0,69.0,22.31,4805,8595
j6020_4,discrete,86.0,86.0,1.66,17865,931
j6020_4,continuous,86.0,86.0,0.09,4833,8662
j6037_2,discrete,68.0,68.0,2.28,15850,998
j6037_2,continuous,68.0,74.00000000000027,600.0,3659,6430
j6044_9,discrete,65.0,65.0,3.79,17358,1086
j6044_9,continuous,65.0,65.0,0.12,4305,7757
j6019_7,discrete,60.0,60.0,1.95,17018,1063
j6019_7,continuous,60.0,60.0,4.97,4871,8724
j6045_1,discrete,71.0,71.0,4.47,16285,958
j6045_1,continuous,71.0,114.0,600.01,4151,7471
j6045_1,discrete,71.0,71.0,4.47,16285,958
j6045_1,continuous,66.0,125.0,600.01,4027,7173
j6033_7,discrete,66.0,66.0,2.13,17992,1114
j6033_7,continuous,69.0,69.0,294.66,3969,7037
j6039_5,discrete,73.0,73.0,2.62,16489,1006
j6039_5,continuous,73.0,73.0,7.52,4129,7449
j6044_8,discrete,83.0,83.0,3.76,16580,950
j6044_8,continuous,83.0,83.0,0.13,4117,7428
j6040_10,discrete,73.0,73.0,2.25,15852,938
j6040_10,continuous,73.0,73.0,0.09,3937,7113
j603_4,discrete,81.0,81.0,1.81,18051,968
j603_4,continuous,81.0,81.0,0.61,4871,8702
j6012_6,discrete,54.0,54.0,2.6,17991,1108
j6012_6,continuous,54.0,54.0,0.16,5649,10071
j6040_9,discrete,90.0,90.0,3.98,17429,994
j6040_9,continuous,90.0,90.0,0.09,3493,6336
j6034_8,discrete,61.0,61.0,1.69,15153,958
j6034_8,continuous,63.0,63.0,2.72,4149,7448
j6014_8,discrete,88.0,88.0,3.58,14481,756
j6014_8,continuous,88.0,88.0,18.77,5221,9322
j6024_4,discrete,78.0,78.0,3.04,18862,1091
j6024_4,continuous,78.0,78.0,0.1,4665,8368
j6044_5,discrete,74.0,74.0,4.44,15850,970
j6044_5,continuous,74.0,74.0,0.11,3729,6749
j6025_9,discrete,69.0,69.0,3.26,14969,903
j6025_9,continuous,71.0,87.0,600.0,4375,7598
j6020_1,discrete,60.0,60.0,2.33,18538,1115
j6020_1,continuous,60.0,60.0,0.09,4713,8452
j6020_1,discrete,60.0,60.0,2.33,18538,1115
j6020_1,continuous,70.0,70.0,0.11,4619,8286
j6031_5,discrete,72.0,72.0,3.15,17462,963
j6031_5,continuous,72.0,72.0,3.17,4989,8935
j601_6,discrete,52.0,52.0,1.32,16095,988
j601_6,continuous,52.0,52.0,22.82,5469,9651
j6043_1,discrete,108.0,108.0,4.62,16751,878
j6043_1,continuous,108.0,108.0,4.82,3681,6665
j6043_1,discrete,108.0,108.0,4.62,16751,878
j6043_1,continuous,78.0,78.0,11.33,4117,7428
