instance,group,formulation,lower_bound,upper_bound,time,variables,constraints,optimal
j3032_10,j3032,discrete,51,51,0.1,539,295,True
j3032_10,j3032,continuous,51,51,0.04,1041,2016,True
j3032_1,j3032,discrete,61,61,0.11,580,335,True
j3032_1,j3032,continuous,61,61,0.03,905,1751,True
j3032_2,j3032,discrete,60,60,0.11,559,331,True
j3032_2,j3032,continuous,60,60,0.04,1041,2011,True
j3032_3,j3032,discrete,57,57,0.14,597,319,True
j3032_3,j3032,continuous,57,57,0.05,1045,2012,True
j3032_4,j3032,discrete,68,68,0.13,587,363,True
j3032_4,j3032,continuous,68,68,0.05,1025,1999,True
j3032_5,j3032,discrete,54,54,0.13,486,307,True
j3032_5,j3032,continuous,54,54,0.04,1045,2037,True
j3032_6,j3032,discrete,44,44,0.06,450,267,True
j3032_6,j3032,continuous,44,44,0.03,997,1943,True
j3032_7,j3032,discrete,35,35,0.04,334,231,True
j3032_7,j3032,continuous,-inf,inf,0.02,993,1950,False
j3032_8,j3032,discrete,54,54,0.09,508,307,True
j3032_8,j3032,continuous,54,54,0.05,1069,2051,True
j3032_9,j3032,discrete,65,65,0.16,699,351,True
j3032_9,j3032,continuous,65,65,0.05,921,1777,True
j3033_10,j3033,discrete,53,53,0.04,607,291,True
j3033_10,j3033,continuous,53,53,0.03,825,1606,True
j3033_1,j3033,discrete,65,65,0.1,645,342,True
j3033_1,j3033,continuous,65,65,0.11,749,1474,True
j3033_2,j3033,discrete,60,60,0.37,1059,350,True
j3033_2,j3033,continuous,60,60,0.16,779,1501,True
j3033_3,j3033,discrete,55,55,0.57,916,331,True
j3033_3,j3033,continuous,55,55,0.1,785,1513,True
j3033_4,j3033,discrete,77,77,0.12,961,380,True
j3033_4,j3033,continuous,77,77,0.13,801,1549,True
j3033_5,j3033,discrete,53,53,0.3,1075,319,True
j3033_5,j3033,continuous,53,53,0.15,837,1600,True
j3033_6,j3033,discrete,59,59,0.08,709,324,True
j3033_6,j3033,continuous,59,59,0.04,777,1503,True
j3033_7,j3033,discrete,58,58,0.12,965,344,True
j3033_7,j3033,continuous,58,58,0.12,821,1575,True
j3033_8,j3033,discrete,61,61,1.0,1486,397,True
j3033_8,j3033,continuous,61,61,0.19,759,1466,True
j3033_9,j3033,discrete,65,65,0.81,1448,416,True
j3033_9,j3033,continuous,65,65,0.26,803,1539,True
j3034_10,j3034,discrete,47,47,0.03,401,259,True
j3034_10,j3034,continuous,47,47,0.04,861,1707,True
j3034_1,j3034,discrete,68,68,0.09,753,356,True
j3034_1,j3034,continuous,68,68,0.07,841,1636,True
j3034_2,j3034,discrete,44,44,0.04,520,253,True
j3034_2,j3034,continuous,44,44,0.04,723,1424,True
j3034_3,j3034,discrete,69,69,0.1,844,367,True
j3034_3,j3034,continuous,69,69,0.06,723,1413,True
j3034_4,j3034,discrete,67,67,0.13,904,370,True
j3034_4,j3034,continuous,67,67,0.07,709,1387,True
j3034_5,j3034,discrete,63,63,0.14,877,349,True
j3034_5,j3034,continuous,63,63,0.11,843,1617,True
j3034_6,j3034,discrete,52,52,0.13,781,328,True
j3034_6,j3034,continuous,52,52,0.09,817,1574,True
j3034_7,j3034,discrete,58,58,0.14,887,316,True
j3034_7,j3034,continuous,58,58,0.1,807,1557,True
j3034_8,j3034,discrete,58,58,0.07,551,288,True
j3034_8,j3034,continuous,58,58,0.09,853,1659,True
j3034_9,j3034,discrete,60,60,0.03,662,317,True
j3034_9,j3034,continuous,60,60,0.04,777,1515,True
j3035_10,j3035,discrete,59,59,0.04,644,320,True
j3035_10,j3035,continuous,59,59,0.03,767,1496,True
j3035_1,j3035,discrete,57,57,0.1,982,340,True
j3035_1,j3035,continuous,57,57,0.14,849,1632,True
j3035_2,j3035,discrete,53,53,0.03,587,283,True
j3035_2,j3035,continuous,53,53,0.03,879,1704,True
j3035_3,j3035,discrete,60,60,0.09,848,340,True
j3035_3,j3035,continuous,60,60,0.08,803,1552,True
j3035_4,j3035,discrete,50,50,0.09,816,306,True
j3035_4,j3035,continuous,50,50,0.09,865,1662,True
j3035_5,j3035,discrete,60,60,0.09,704,340,True
j3035_5,j3035,continuous,60,60,0.09,797,1548,True
j3035_6,j3035,discrete,58,58,0.14,1125,359,True
j3035_6,j3035,continuous,58,58,0.1,733,1425,True
j3035_7,j3035,discrete,61,61,0.07,738,313,True
j3035_7,j3035,continuous,61,61,0.08,713,1397,True
j3035_8,j3035,discrete,63,63,0.05,740,300,True
j3035_8,j3035,continuous,63,63,0.02,851,1651,True
j3035_9,j3035,discrete,59,59,0.1,952,345,True
j3035_9,j3035,continuous,59,59,0.09,723,1421,True
j3036_10,j3036,discrete,59,59,0.04,707,327,True
j3036_10,j3036,continuous,59,59,0.02,801,1556,True
j3036_1,j3036,discrete,66,66,0.04,852,331,True
j3036_1,j3036,continuous,66,66,0.03,831,1607,True
j3036_2,j3036,discrete,44,44,0.02,434,244,True
j3036_2,j3036,continuous,-inf,inf,0.01,877,1732,False
j3036_3,j3036,discrete,61,61,0.04,757,321,True
j3036_3,j3036,continuous,61,61,0.02,791,1533,True
j3036_4,j3036,discrete,59,59,0.02,508,304,True
j3036_4,j3036,continuous,59,59,0.02,783,1565,True
j3036_5,j3036,discrete,64,64,0.05,754,320,True
j3036_5,j3036,continuous,64,64,0.02,853,1673,True
j3036_6,j3036,discrete,46,46,0.01,298,251,True
j3036_6,j3036,continuous,46,46,0.02,849,1697,True
j3036_7,j3036,discrete,56,56,0.02,595,301,True
j3036_7,j3036,continuous,56,56,0.02,819,1619,True
j3036_8,j3036,discrete,63,63,0.05,691,291,True
j3036_8,j3036,continuous,63,63,0.06,719,1415,True
j3036_9,j3036,discrete,59,59,0.04,605,312,True
j3036_9,j3036,continuous,59,59,0.02,895,1742,True
j3037_10,j3037,discrete,81,81,10.07,1811,488,True
j3037_10,j3037,continuous,81,81,2.75,693,1333,True
j3037_1,j3037,discrete,71,82,1200,1820,465,False
j3037_1,j3037,continuous,79,79,2.28,751,1437,True
j3037_2,j3037,discrete,69,69,20.01,1304,417,True
j3037_2,j3037,continuous,69,69,0.59,793,1513,True
j3037_3,j3037,discrete,77,86,1200,1895,493,False
j3037_3,j3037,continuous,81,81,1.35,731,1397,True
j3037_4,j3037,discrete,83,83,20.14,1730,472,True
j3037_4,j3037,continuous,83,83,1.81,733,1405,True
j3037_5,j3037,discrete,80,80,992.44,1536,467,True
j3037_5,j3037,continuous,80,80,1.26,705,1360,True
j3037_6,j3037,discrete,73,73,977.93,1990,489,True
j3037_6,j3037,continuous,73,73,0.56,603,1182,True
j3037_7,j3037,discrete,83,92,1200.0,2032,493,False
j3037_7,j3037,continuous,92,92,3.48,725,1379,True
j3037_8,j3037,discrete,72,72,19.68,1554,457,True
j3037_8,j3037,continuous,72,72,0.49,673,1286,True
j3037_9,j3037,discrete,57,57,4.82,1003,339,True
j3037_9,j3037,continuous,57,57,0.78,675,1303,True
j3038_10,j3038,discrete,60,60,0.08,576,341,True
j3038_10,j3038,continuous,60,60,0.08,763,1503,True
j3038_1,j3038,discrete,48,48,0.09,548,301,True
j3038_1,j3038,continuous,48,48,0.32,783,1529,True
j3038_2,j3038,discrete,54,54,0.14,774,333,True
j3038_2,j3038,continuous,54,54,0.41,819,1588,True
j3038_3,j3038,discrete,59,59,0.24,806,342,True
j3038_3,j3038,continuous,59,59,0.26,839,1610,True
j3038_4,j3038,discrete,59,59,0.21,951,363,True
j3038_4,j3038,continuous,59,59,0.17,753,1463,True
j3038_5,j3038,discrete,71,71,0.86,1077,407,True
j3038_5,j3038,continuous,71,71,0.55,799,1543,True
j3038_6,j3038,discrete,63,63,0.26,1559,464,True
j3038_6,j3038,continuous,63,63,0.15,723,1406,True
j3038_7,j3038,discrete,65,65,0.26,969,376,True
j3038_7,j3038,continuous,65,65,0.37,881,1688,True
j3038_8,j3038,discrete,61,61,0.52,1122,384,True
j3038_8,j3038,continuous,61,61,0.34,793,1531,True
j3038_9,j3038,discrete,63,63,0.34,1084,369,True
j3038_9,j3038,continuous,63,63,0.55,823,1584,True
j3039_10,j3039,discrete,60,60,0.12,867,339,True
j3039_10,j3039,continuous,60,60,0.06,761,1480,True
j3039_1,j3039,discrete,55,55,0.16,762,337,True
j3039_1,j3039,continuous,55,55,0.14,839,1625,True
j3039_2,j3039,discrete,54,54,0.07,603,317,True
j3039_2,j3039,continuous,54,54,0.04,835,1638,True
j3039_3,j3039,discrete,54,54,0.24,816,357,True
j3039_3,j3039,continuous,54,54,0.24,805,1559,True
j3039_4,j3039,discrete,53,53,0.12,718,334,True
j3039_4,j3039,continuous,53,53,0.25,913,1758,True
j3039_5,j3039,discrete,55,55,0.09,841,323,True
j3039_5,j3039,continuous,55,55,0.11,839,1620,True
j3039_6,j3039,discrete,69,69,0.46,1168,387,True
j3039_6,j3039,continuous,69,69,0.16,765,1482,True
j3039_7,j3039,discrete,56,56,0.1,773,323,True
j3039_7,j3039,continuous,56,56,0.06,835,1605,True
j3039_8,j3039,discrete,67,67,0.07,857,363,True
j3039_8,j3039,continuous,67,67,0.03,847,1654,True
j3039_9,j3039,discrete,64,64,0.11,707,356,True
j3039_9,j3039,continuous,64,64,0.05,727,1448,True
j303_10,j303,discrete,59,59,0.11,918,308,True
j303_10,j303,continuous,59,59,0.15,1135,2115,True
j303_1,j303,discrete,72,72,0.19,1462,418,True
j303_1,j303,continuous,72,72,0.18,1083,2018,True
j303_2,j303,discrete,40,40,0.03,403,227,True
j303_2,j303,continuous,40,40,0.03,1247,2380,True
j303_3,j303,discrete,57,57,0.04,785,298,True
j303_3,j303,continuous,57,57,0.04,1175,2220,True
j303_4,j303,discrete,98,98,0.06,1354,466,True
j303_4,j303,continuous,98,98,0.04,909,1724,True
j303_5,j303,discrete,53,53,0.04,636,281,True
j303_5,j303,continuous,53,53,0.04,1171,2199,True
j303_6,j303,discrete,54,54,0.04,603,283,True
j303_6,j303,continuous,54,54,0.06,1129,2164,True
j303_7,j303,discrete,48,48,0.03,549,256,True
j303_7,j303,continuous,48,48,0.03,1277,2397,True
j303_8,j303,discrete,54,54,0.02,632,287,True
j303_8,j303,continuous,54,54,0.03,1219,2301,True
j303_9,j303,discrete,65,65,0.07,977,329,True
j303_9,j303,continuous,65,65,0.08,1171,2174,True
j3040_10,j3040,discrete,51,51,0.03,418,300,True
j3040_10,j3040,continuous,51,51,0.02,809,1611,True
j3040_1,j3040,discrete,51,51,0.04,378,305,True
j3040_1,j3040,continuous,51,51,0.03,857,1715,True
j3040_2,j3040,discrete,56,56,0.04,509,320,True
j3040_2,j3040,continuous,56,56,0.02,877,1758,True
j3040_3,j3040,discrete,57,57,0.06,798,329,True
j3040_3,j3040,continuous,57,57,0.03,881,1699,True
j3040_4,j3040,discrete,57,57,0.04,453,329,True
j3040_4,j3040,continuous,57,57,0.02,817,1635,True
j3040_5,j3040,discrete,65,65,0.04,629,338,True
j3040_5,j3040,continuous,-inf,inf,0.01,793,1577,False
j3040_6,j3040,discrete,60,60,0.04,656,341,True
j3040_6,j3040,continuous,60,60,0.03,709,1394,True
j3040_7,j3040,discrete,46,46,0.03,347,280,True
j3040_7,j3040,continuous,46,46,0.02,853,1707,True
j3040_8,j3040,discrete,57,57,0.05,673,329,True
j3040_8,j3040,continuous,57,57,0.02,871,1696,True
j3040_9,j3040,discrete,64,64,0.08,644,332,True
j3040_9,j3040,continuous,64,64,0.03,821,1620,True
j3041_10,j3041,discrete,85,119,1200,2727,609,False
j3041_10,j3041,continuous,99,99,149.46,683,1287,True
j3041_1,j3041,discrete,-inf,inf,1200,2114,517,False
j3041_1,j3041,continuous,86,86,1.75,607,1171,True
j3041_2,j3041,discrete,72,92,1200.0,1900,501,False
j3041_2,j3041,continuous,89,89,22.84,659,1267,True
j3041_3,j3041,discrete,85,85,534.39,2025,521,True
j3041_3,j3041,continuous,85,85,2.29,667,1270,True
j3041_4,j3041,discrete,77,78,1200,2407,524,False
j3041_4,j3041,continuous,78,78,5.18,683,1306,True
j3041_5,j3041,discrete,93,103,1200.0,2362,577,False
j3041_5,j3041,continuous,99,99,3.56,601,1169,True
j3041_6,j3041,discrete,100,104,1200.0,2004,533,False
j3041_6,j3041,continuous,103,103,145.36,627,1189,True
j3041_7,j3041,discrete,87,97,1200.0,2270,537,False
j3041_7,j3041,continuous,92,92,7.14,669,1277,True
j3041_8,j3041,discrete,77,90,1200,2120,541,False
j3041_8,j3041,continuous,88,88,30.55,747,1416,True
j3041_9,j3041,discrete,92,92,684.2,2291,537,True
j3041_9,j3041,continuous,92,92,3.55,679,1290,True
j3042_10,j3042,discrete,75,75,0.47,1118,404,True
j3042_10,j3042,continuous,75,75,0.27,795,1543,True
j3042_1,j3042,discrete,58,58,0.27,829,353,True
j3042_1,j3042,continuous,58,58,0.61,873,1679,True
j3042_2,j3042,discrete,50,50,1.23,707,333,True
j3042_2,j3042,continuous,50,50,7.5,863,1661,True
j3042_3,j3042,discrete,60,60,14.34,1117,392,True
j3042_3,j3042,continuous,60,60,7.19,787,1524,True
j3042_4,j3042,discrete,49,49,7.96,822,329,True
j3042_4,j3042,continuous,49,49,8.25,871,1671,True
j3042_5,j3042,discrete,52,52,0.32,1084,369,True
j3042_5,j3042,continuous,52,52,0.85,847,1629,True
j3042_6,j3042,discrete,66,66,1.35,983,389,True
j3042_6,j3042,continuous,66,66,2.18,767,1492,True
j3042_7,j3042,discrete,66,66,0.76,945,409,True
j3042_7,j3042,continuous,66,66,0.42,779,1510,True
j3042_8,j3042,discrete,82,82,3.13,1548,449,True
j3042_8,j3042,continuous,82,82,0.43,739,1428,True
j3042_9,j3042,discrete,60,60,3.2,849,369,True
j3042_9,j3042,continuous,60,60,4.04,877,1680,True
j3043_10,j3043,discrete,60,60,0.21,742,349,True
j3043_10,j3043,continuous,60,60,0.66,775,1518,True
j3043_1,j3043,discrete,55,55,3.59,1017,373,True
j3043_1,j3043,continuous,55,55,4.91,833,1603,True
j3043_2,j3043,discrete,43,43,0.28,892,321,True
j3043_2,j3043,continuous,43,43,0.2,885,1696,True
j3043_3,j3043,discrete,57,57,1.17,766,361,True
j3043_3,j3043,continuous,57,57,1.82,873,1689,True
j3043_4,j3043,discrete,67,67,0.18,947,383,True
j3043_4,j3043,continuous,67,67,0.21,823,1589,True
j3043_5,j3043,discrete,64,64,1.78,1390,413,True
j3043_5,j3043,continuous,64,64,2.66,821,1585,True
j3043_6,j3043,discrete,58,58,0.74,1114,393,True
j3043_6,j3043,continuous,58,58,0.47,717,1402,True
j3043_7,j3043,discrete,52,52,0.13,675,329,True
j3043_7,j3043,continuous,52,52,0.37,865,1672,True
j3043_8,j3043,discrete,62,62,0.47,742,369,True
j3043_8,j3043,continuous,62,62,1.01,705,1398,True
j3043_9,j3043,discrete,57,57,0.27,500,333,True
j3043_9,j3043,continuous,57,57,3.07,865,1685,True
j3044_10,j3044,discrete,63,63,0.15,602,353,True
j3044_10,j3044,continuous,63,63,0.05,805,1586,True
j3044_1,j3044,discrete,50,50,0.1,516,301,True
j3044_1,j3044,continuous,50,50,0.03,885,1724,True
j3044_2,j3044,discrete,54,54,0.09,393,317,True
j3044_2,j3044,continuous,54,54,0.03,841,1702,True
j3044_3,j3044,discrete,51,51,0.16,539,305,True
j3044_3,j3044,continuous,51,51,0.04,873,1700,True
j3044_4,j3044,discrete,57,57,0.06,507,329,True
j3044_4,j3044,continuous,57,57,0.03,685,1386,True
j3044_5,j3044,discrete,55,55,0.16,506,321,True
j3044_5,j3044,continuous,55,55,0.04,905,1785,True
j3044_6,j3044,discrete,56,56,0.11,568,325,True
j3044_6,j3044,continuous,56,56,0.03,733,1456,True
j3044_7,j3044,discrete,42,42,0.03,296,269,True
j3044_7,j3044,continuous,42,42,0.03,845,1719,True
j3044_8,j3044,discrete,49,49,0.12,492,297,True
j3044_8,j3044,continuous,49,49,0.04,861,1686,True
j3044_9,j3044,discrete,64,64,0.07,471,357,True
j3044_9,j3044,continuous,64,64,0.02,701,1422,True
j3045_10,j3045,discrete,84,94,1200,2292,537,False
j3045_10,j3045,continuous,90,90,36.93,541,1048,True
j3045_1,j3045,discrete,73,85,1200,2258,517,False
j3045_1,j3045,continuous,82,82,34.16,611,1163,True
j3045_2,j3045,discrete,99,128,1200,3306,661,False
j3045_2,j3045,continuous,115,125,1200.0,533,1015,False
j3045_3,j3045,discrete,86,102,1200.0,2307,533,False
j3045_3,j3045,continuous,92,92,2.04,593,1140,True
j3045_4,j3045,discrete,73,96,1200,1969,501,False
j3045_4,j3045,continuous,84,84,13.16,717,1373,True
j3045_5,j3045,discrete,80,86,1200.0,1946,509,False
j3045_5,j3045,continuous,86,86,3.17,623,1204,True
j3045_6,j3045,discrete,94,147,1200,3663,765,False
j3045_6,j3045,continuous,118,129,1200.0,547,1037,False
j3045_7,j3045,discrete,83,128,1200,2410,613,False
j3045_7,j3045,continuous,101,101,6.93,567,1083,True
j3045_8,j3045,discrete,75,107,1200,2138,537,False
j3045_8,j3045,continuous,94,94,34.3,587,1132,True
j3045_9,j3045,discrete,63,95,1200,1887,481,False
j3045_9,j3045,continuous,82,82,23.72,711,1358,True
j3046_10,j3046,discrete,51,56,1200,1043,369,False
j3046_10,j3046,continuous,55,55,73.28,865,1661,True
j3046_1,j3046,discrete,59,59,4.23,1092,377,True
j3046_1,j3046,continuous,59,59,21.13,853,1640,True
j3046_2,j3046,discrete,67,67,4.28,1013,397,True
j3046_2,j3046,continuous,67,67,34.89,801,1552,True
j3046_3,j3046,discrete,65,65,22.24,1079,385,True
j3046_3,j3046,continuous,65,65,176.23,865,1669,True
j3046_4,j3046,discrete,64,64,51.87,842,381,True
j3046_4,j3046,continuous,64,64,4.55,793,1547,True
j3046_5,j3046,discrete,57,57,0.51,650,353,True
j3046_5,j3046,continuous,57,57,3.07,849,1655,True
j3046_6,j3046,discrete,59,59,4.27,997,361,True
j3046_6,j3046,continuous,59,59,41.26,853,1648,True
j3046_7,j3046,discrete,54,68,1200,1103,373,False
j3046_7,j3046,continuous,59,59,467.24,813,1570,True
j3046_8,j3046,discrete,58,58,941.89,898,361,True
j3046_8,j3046,continuous,58,58,23.02,801,1551,True
j3046_9,j3046,discrete,49,49,1.52,835,321,True
j3046_9,j3046,continuous,49,49,5.65,861,1660,True
j3047_10,j3047,discrete,60,60,1101.18,1095,397,True
j3047_10,j3047,continuous,60,60,11.71,833,1606,True
j3047_1,j3047,discrete,58,58,0.23,816,361,True
j3047_1,j3047,continuous,58,58,0.24,713,1396,True
j3047_2,j3047,discrete,59,59,0.2,709,345,True
j3047_2,j3047,continuous,59,59,0.17,837,1624,True
j3047_3,j3047,discrete,55,55,0.26,731,353,True
j3047_3,j3047,continuous,55,55,0.41,813,1578,True
j3047_4,j3047,discrete,49,49,0.39,660,321,True
j3047_4,j3047,continuous,49,49,1.34,801,1554,True
j3047_5,j3047,discrete,47,47,0.4,682,305,True
j3047_5,j3047,continuous,47,47,2.04,865,1671,True
j3047_6,j3047,discrete,53,53,1.85,950,377,True
j3047_6,j3047,continuous,53,53,4.39,853,1641,True
j3047_7,j3047,discrete,66,66,1168.79,1020,377,True
j3047_7,j3047,continuous,66,66,1.13,861,1662,True
j3047_8,j3047,discrete,48,48,0.21,709,325,True
j3047_8,j3047,continuous,48,48,0.22,841,1633,True
j3047_9,j3047,discrete,65,65,0.28,829,377,True
j3047_9,j3047,continuous,65,65,0.29,801,1564,True
j3048_10,j3048,discrete,54,54,0.08,514,317,True
j3048_10,j3048,continuous,54,54,0.03,881,1725,True
j3048_1,j3048,discrete,63,63,0.11,904,353,True
j3048_1,j3048,continuous,-inf,inf,0.01,773,1510,False
j3048_2,j3048,discrete,54,54,0.1,616,317,True
j3048_2,j3048,continuous,54,54,0.03,757,1477,True
j3048_3,j3048,discrete,50,50,0.06,429,301,True
j3048_3,j3048,continuous,50,50,0.03,909,1770,True
j3048_4,j3048,discrete,57,57,0.09,469,329,True
j3048_4,j3048,continuous,57,57,0.03,821,1622,True
j3048_5,j3048,discrete,58,58,0.09,453,333,True
j3048_5,j3048,continuous,58,58,0.04,917,1807,True
j3048_6,j3048,discrete,58,58,0.1,692,333,True
j3048_6,j3048,continuous,-inf,inf,0.01,813,1594,False
j3048_7,j3048,discrete,55,55,0.09,368,321,True
j3048_7,j3048,continuous,55,55,0.03,825,1658,True
j3048_8,j3048,discrete,44,44,0.06,403,277,True
j3048_8,j3048,continuous,44,44,0.02,777,1565,True
j3048_9,j3048,discrete,59,59,0.1,478,337,True
j3048_9,j3048,continuous,-inf,inf,0.01,857,1703,False
j304_10,j304,discrete,48,48,0.03,532,257,True
j304_10,j304,continuous,48,48,0.03,1191,2255,True
j304_1,j304,discrete,49,49,0.05,511,250,True
j304_1,j304,continuous,49,49,0.02,1023,1965,True
j304_2,j304,discrete,60,60,0.03,636,297,True
j304_2,j304,continuous,60,60,0.03,1085,2077,True
j304_3,j304,discrete,47,47,0.02,492,249,True
j304_3,j304,continuous,47,47,0.03,1227,2316,True
j304_4,j304,discrete,57,57,0.02,639,293,True
j304_4,j304,continuous,57,57,0.02,983,1878,True
j304_5,j304,discrete,59,59,0.03,674,299,True
j304_5,j304,continuous,59,59,0.03,1211,2283,True
j304_6,j304,discrete,45,45,0.02,307,236,True
j304_6,j304,continuous,45,45,0.02,1143,2279,True
j304_7,j304,discrete,56,56,0.03,547,289,True
j304_7,j304,continuous,56,56,0.03,1205,2296,True
j304_8,j304,discrete,55,55,0.03,515,281,True
j304_8,j304,continuous,-inf,inf,0.01,1121,2148,False
j304_9,j304,discrete,38,38,0.02,401,216,True
j304_9,j304,continuous,38,38,0.03,1237,2385,True
j305_10,j305,discrete,70,70,13.42,1548,431,True
j305_10,j305,continuous,70,70,2.16,1151,2114,True
j305_1,j305,discrete,53,53,16.37,954,328,True
j305_1,j305,continuous,53,53,3.12,1137,2091,True
j305_2,j305,discrete,82,82,49.04,1735,448,True
j305_2,j305,continuous,82,82,2.47,1117,2047,True
j305_3,j305,discrete,76,76,197.29,1992,465,True
j305_3,j305,continuous,76,76,7.59,1093,2002,True
j305_4,j305,discrete,63,63,221.01,1162,355,True
j305_4,j305,continuous,63,63,15.54,1209,2219,True
j305_5,j305,discrete,76,76,24.8,2047,495,True
j305_5,j305,continuous,76,76,1.86,1037,1907,True
j305_6,j305,discrete,64,64,2.87,1326,367,True
j305_6,j305,continuous,64,64,1.66,1177,2158,True
j305_7,j305,discrete,76,76,58.38,2100,477,True
j305_7,j305,continuous,76,76,15.1,1225,2233,True
j305_8,j305,discrete,60,73,1200,1362,384,False
j305_8,j305,continuous,67,67,8.4,1039,1902,True
j305_9,j305,discrete,49,49,1.96,951,311,True
j305_9,j305,continuous,49,49,3.68,1165,2149,True
j306_10,j306,discrete,61,61,2.0,1312,396,True
j306_10,j306,continuous,61,61,3.31,1171,2174,True
j306_1,j306,discrete,59,59,981.16,764,320,True
j306_1,j306,continuous,59,59,6.14,1169,2182,True
j306_2,j306,discrete,51,51,1.07,1072,339,True
j306_2,j306,continuous,51,51,3.14,1147,2130,True
j306_3,j306,discrete,48,48,0.43,501,293,True
j306_3,j306,continuous,48,48,0.56,1173,2247,True
j306_4,j306,discrete,42,42,1006.73,516,261,True
j306_4,j306,continuous,42,42,3.91,1271,2410,True
j306_5,j306,discrete,67,67,0.9,1198,385,True
j306_5,j306,continuous,67,67,0.97,1175,2186,True
j306_6,j306,discrete,37,37,0.16,704,269,True
j306_6,j306,continuous,37,37,1.5,1247,2317,True
j306_7,j306,discrete,46,46,0.23,824,309,True
j306_7,j306,continuous,46,46,0.39,1123,2092,True
j306_8,j306,discrete,39,39,0.19,700,265,True
j306_8,j306,continuous,39,39,3.87,1309,2432,True
j306_9,j306,discrete,51,51,0.33,811,323,True
j306_9,j306,continuous,51,51,0.68,1113,2074,True
j307_10,j307,discrete,49,49,0.14,711,285,True
j307_10,j307,continuous,49,49,0.24,1125,2109,True
j307_1,j307,discrete,55,55,0.06,671,301,True
j307_1,j307,continuous,55,55,0.04,1203,2248,True
j307_2,j307,discrete,42,42,0.08,466,262,True
j307_2,j307,continuous,42,42,0.27,1249,2369,True
j307_3,j307,discrete,42,42,0.17,698,273,True
j307_3,j307,continuous,42,42,0.36,1217,2273,True
j307_4,j307,discrete,44,44,0.0,351,254,True
j307_4,j307,continuous,44,44,0.04,1225,2376,True
j307_5,j307,discrete,44,44,0.28,541,277,True
j307_5,j307,continuous,44,44,0.42,1279,2439,True
j307_6,j307,discrete,35,35,0.07,441,224,True
j307_6,j307,continuous,35,35,0.13,1305,2467,True
j307_7,j307,discrete,50,50,0.17,779,320,True
j307_7,j307,continuous,50,50,0.13,1189,2231,True
j307_8,j307,discrete,44,44,0.21,625,280,True
j307_8,j307,continuous,44,44,0.22,1217,2294,True
j307_9,j307,discrete,60,60,0.14,804,325,True
j307_9,j307,continuous,60,60,0.18,1181,2201,True
j308_10,j308,discrete,67,67,0.06,722,349,True
j308_10,j308,continuous,67,67,0.04,1095,2102,True
j308_1,j308,discrete,44,44,0.05,577,265,True
j308_1,j308,continuous,44,44,0.12,1185,2241,True
j308_2,j308,discrete,51,51,0.04,489,285,True
j308_2,j308,continuous,51,51,0.03,1193,2283,True
j308_3,j308,discrete,53,53,0.05,530,289,True
j308_3,j308,continuous,53,53,0.04,1335,2539,True
j308_4,j308,discrete,48,48,0.06,496,271,True
j308_4,j308,continuous,48,48,0.04,1247,2366,True
j308_5,j308,discrete,58,58,0.09,692,307,True
j308_5,j308,continuous,58,58,0.04,1169,2222,True
j308_6,j308,discrete,47,47,0.05,498,268,True
j308_6,j308,continuous,47,47,0.04,1281,2454,True
j308_7,j308,discrete,41,41,0.04,375,241,True
j308_7,j308,continuous,41,41,0.03,1269,2433,True
j308_8,j308,discrete,51,51,0.06,648,296,True
j308_8,j308,continuous,51,51,0.13,1253,2364,True
j308_9,j308,discrete,39,39,0.05,372,236,True
j308_9,j308,continuous,39,39,0.04,1337,2552,True
j309_1,j309,discrete,83,83,66.06,1987,481,True
j309_1,j309,continuous,83,83,69.29,999,1824,True
j309_2,j309,discrete,89,97,1200,2696,553,False
j309_2,j309,continuous,77,92,1200,905,1640,False
j309_3,j309,discrete,68,68,83.33,1812,441,True
j309_3,j309,continuous,68,68,509.21,1063,1932,True
j309_4,j309,discrete,65,77,1200,1690,417,False
j309_4,j309,continuous,71,71,39.12,1115,2039,True
j309_5,j309,discrete,70,70,52.27,1662,421,True
j309_5,j309,continuous,70,70,1.66,941,1723,True
j309_6,j309,discrete,59,59,110.71,1419,365,True
j309_6,j309,continuous,59,59,36.06,1077,1970,True
j309_7,j309,discrete,59,65,1200,1707,417,False
j309_7,j309,continuous,63,63,108.27,1093,2009,True
j309_8,j309,discrete,81,108,1200,2322,529,False
j309_8,j309,continuous,91,91,13.88,987,1800,True
j309_9,j309,discrete,60,64,1200.0,1860,421,False
j309_9,j309,continuous,63,63,77.68,1025,1869,True
