instance,formulation,lower_bound,upper_bound,time,variables,constaints
j3039_1,continuous,58.0,58.0,0.1,761,1438
j3039_1,continuous,55.0,55.0,0.19,839,1582
j3016_3,discrete,36.0,36.0,0.72,4242,481
j3016_3,continuous,36.0,36.0,0.03,1229,2246
j3046_1,discrete,58.0,58.0,0.53,3685,325
j3046_1,continuous,59.0,59.0,4.31,853,1608
j3046_1,continuous,55.00000000000001,55.00000000000001,21.06,865,1629
j3040_3,discrete,57.0,57.0,0.51,4063,401
j3040_3,continuous,57.0,57.0,0.02,881,1654
j3015_6,discrete,67.0,67.0,0.57,4577,357
j3015_6,continuous,67.0,67.0,0.55,1257,2295
j3020_7,discrete,42.0,42.0,0.39,3942,443
j3020_7,continuous,42.0,42.0,0.02,1073,1974
j3027_7,discrete,46.0,46.0,0.74,4552,487
j3027_7,continuous,49.0,49.0,0.48,1037,1920
j3023_4,discrete,63.0,63.0,0.51,4160,411
j3023_4,continuous,65.0,65.0,0.25,865,1613
j3014_7,discrete,47.0,47.0,0.76,4244,421
j3014_7,continuous,47.0,51.0,1075.43,1173,2148
j3039_6,discrete,60.0,60.0,0.72,4625,477
j3039_6,continuous,62.0,62.0,0.22,765,1442
j304_3,discrete,47.0,47.0,0.39,4269,413
j304_3,continuous,47.0,47.0,0.02,1227,2223
j3030_10,discrete,43.0,43.0,0.66,4050,407
j3030_10,continuous,53.0,53.0,14.59,1033,1913
j3023_2,discrete,53.0,53.0,0.44,3849,355
j3023_2,continuous,53.0,53.0,0.2,1023,1894
j3022_7,discrete,55.0,55.0,0.66,4604,407
j3022_7,continuous,60.0,60.0,2.39,961,1775
j302_3,discrete,43.0,43.0,0.57,4556,461
j302_3,continuous,43.0,43.0,0.18,1279,2314
j3019_10,discrete,44.0,44.0,0.37,4201,455
j3019_10,continuous,45.0,45.0,0.11,1073,1968
j304_5,discrete,59.0,59.0,0.52,4259,393
j304_5,continuous,59.0,59.0,0.02,1211,2198
j3046_5,discrete,56.0,56.0,0.82,4715,493
j3046_5,continuous,57.0,57.0,2.14,849,1601
j3037_4,discrete,62.0,62.0,0.69,4803,485
j3037_4,continuous,62.0,62.0,0.31,733,1323
j302_8,discrete,50.0,50.0,0.46,4185,401
j302_8,continuous,50.0,50.0,0.14,1209,2175
j3010_4,discrete,53.0,53.0,0.68,4862,481
j3010_4,continuous,58.0,58.0,4.08,1165,2134
j302_6,discrete,46.99999999999999,46.99999999999999,0.29,3788,381
j302_6,continuous,47.0,47.0,0.16,1179,2142
j3040_1,discrete,51.0,51.0,0.7,4571,461
j3040_1,continuous,51.0,51.0,0.02,809,1531
j3040_1,continuous,51.0,51.0,0.02,857,1609
j3027_4,discrete,64.0,64.0,0.52,3492,311
j3027_4,continuous,64.0,64.0,0.38,883,1646
j3034_1,discrete,63.0,63.0,0.6,4434,405
j3034_1,continuous,63.0,63.0,0.02,841,1557
j3034_1,continuous,47.0,47.0,0.12,861,1610
j3023_7,discrete,58.0,58.0,0.57,3820,375
j3023_7,continuous,58.0,58.0,0.12,925,1697
j3041_4,discrete,47.0,47.0,0.59,3816,405
j3041_4,continuous,51.0,51.0,0.38,683,1201
j304_7,discrete,56.0,56.0,0.41,4964,489
j304_7,continuous,56.0,56.0,0.02,1205,2204
j3020_5,discrete,61.0,61.0,0.37,3720,283
j3020_5,continuous,61.0,61.0,0.02,889,1622
j3013_5,discrete,43.0,43.0,0.57,4119,417
j3013_5,continuous,46.020746138,60.0,1462.81,1219,2185
j3014_8,discrete,54.0,54.0,0.7,4179,385
j3014_8,continuous,54.0,54.0,0.4,1205,2204
j3028_7,discrete,48.0,48.0,0.64,4286,443
j3028_7,continuous,48.0,48.0,0.03,1029,1906
j3024_2,discrete,57.99999999999999,57.99999999999999,0.45,3423,307
j3024_2,continuous,58.0,58.0,0.02,1007,1866
j3011_3,discrete,81.0,81.0,0.73,4451,289
j3011_3,continuous,81.0,81.0,0.28,1145,2099
j3013_3,discrete,45.0,45.0,0.81,4557,453
j3013_3,continuous,54.0,54.0,3.42,1035,1758
j3043_5,discrete,62.0,62.0,0.68,4623,405
j3043_5,continuous,64.0,64.0,1.92,821,1549
j3021_1,discrete,60.0,60.0,0.72,4023,387
j3021_1,continuous,56.0,56.0,0.19,881,1536
j3021_1,continuous,61.0,61.0,0.13,705,1237
j3012_4,discrete,63.0,63.0,0.64,5129,445
j3012_4,continuous,63.0,63.0,0.04,1217,2225
j3036_7,discrete,56.0,56.0,0.56,4308,397
j3036_7,continuous,56.0,56.0,0.02,819,1547
j3015_1,discrete,46.0,46.0,0.44,3834,329
j3015_1,continuous,65.0,65.0,0.69,1061,1952
j3015_1,continuous,46.0,46.0,1.5,1269,2316
j3045_4,discrete,59.0,59.0,0.9,4402,457
j3045_4,continuous,61.0,61.0,0.58,717,1283
j306_6,discrete,35.0,35.0,0.52,3649,369
j306_6,continuous,37.0,37.0,0.44,1247,2267
j3010_10,discrete,37.0,37.0,0.57,4149,461
j3010_10,continuous,41.0,41.0,7.83,1309,2386
j3048_1,discrete,63.0,63.0,0.61,3401,285
j3048_1,continuous,54.0,54.0,0.03,881,1657
j3048_1,continuous,63.0,63.0,0.02,773,1468
j3038_1,discrete,46.0,46.0,0.46,3877,381
j3038_1,continuous,60.0,60.0,0.31,763,1443
j3038_1,continuous,46.0,46.0,0.13,783,1469
j3012_9,discrete,52.0,52.0,0.69,4866,473
j3012_9,continuous,52.0,52.0,0.03,1209,2211
j3044_6,discrete,56.0,56.0,0.52,3609,325
j3044_6,continuous,56.0,56.0,0.02,733,1398
j3028_5,discrete,73.0,73.0,0.5,4250,331
j3028_5,continuous,73.0,73.0,0.03,937,1745
j3020_3,discrete,49.0,49.0,0.64,5019,527
j3020_3,continuous,49.0,49.0,0.02,1127,2076
j3041_3,discrete,59.0,59.0,0.77,3530,369
j3041_3,continuous,59.0,59.0,0.13,667,1149
j3044_10,discrete,63.0,63.0,0.75,4411,429
j3044_10,continuous,63.0,63.0,0.02,805,1524
j3047_10,discrete,57.0,57.0,0.93,4680,489
j3047_10,continuous,60.0,60.0,7.73,833,1573
j3017_9,discrete,44.0,44.0,0.31,3178,335
j3017_9,continuous,44.0,44.0,0.37,975,1777
j3043_6,discrete,56.0,56.0,0.8,4059,385
j3043_6,continuous,58.0,58.0,0.26,717,1370
j3043_8,discrete,62.0,62.0,0.61,4007,357
j3043_8,continuous,62.0,62.0,1.6,705,1349
j3042_3,discrete,54.0,54.0,0.71,4350,461
j3042_3,continuous,60.0,60.0,3.21,787,1491
j3010_3,discrete,60.99999999999999,60.99999999999999,0.7,4556,409
j3010_3,continuous,61.0,61.0,2.46,1123,2053
j3033_7,discrete,58.0,58.0,0.49,3686,373
j3033_7,continuous,58.0,58.0,0.16,821,1519
j3015_8,discrete,46.0,46.0,0.53,3923,345
j3015_8,continuous,50.0,50.0,2.93,1173,2148
j301_2,discrete,42.0,42.0,0.33,4150,445
j301_2,continuous,42.0,42.0,0.26,1239,2205
j3025_3,discrete,44.0,44.0,0.78,4406,455
j3025_3,continuous,51.0,51.0,6.91,957,1672
j3016_2,discrete,48.0,48.0,0.71,4641,465
j3016_2,continuous,48.0,48.0,0.03,1237,2260
j3017_7,discrete,50.0,50.0,0.39,4541,483
j3017_7,continuous,50.0,50.0,0.13,1007,1830
j3021_5,discrete,43.0,43.0,0.51,3952,419
j3021_5,continuous,43.0,43.0,0.16,877,1553
j303_7,discrete,48.0,48.0,0.38,3718,365
j303_7,continuous,48.0,48.0,0.11,1277,2321
j3025_5,discrete,45.0,45.0,0.54,3769,391
j3025_5,continuous,45.0,45.0,0.68,899,1563
j3039_10,discrete,58.0,58.0,0.56,3972,389
j3039_10,continuous,58.0,58.0,0.1,761,1438
j304_9,discrete,38.0,38.0,0.39,3922,385
j304_9,continuous,38.0,38.0,0.02,1237,2251
j3027_2,discrete,58.0,58.0,0.78,4666,399
j3027_2,continuous,58.0,58.0,0.18,1061,1962
j3030_5,discrete,52.0,52.0,0.75,4163,403
j3030_5,continuous,54.0,54.0,3.64,985,1829
j3014_5,discrete,50.0,50.0,0.37,3677,329
j3014_5,continuous,52.0,52.0,5.28,1133,2078
j3031_8,discrete,58.0,58.0,0.61,3946,363
j3031_8,continuous,58.0,58.0,2.74,1013,1878
j3031_3,discrete,58.0,58.0,0.81,4770,479
j3031_3,continuous,58.0,58.0,0.39,1049,1941
j308_2,discrete,51.0,51.0,0.46,4650,469
j308_2,continuous,51.0,51.0,0.03,1193,2183
j3021_10,discrete,54.0,54.0,0.52,4497,459
j3021_10,continuous,56.0,56.0,0.19,881,1536
j3036_9,discrete,59.0,59.0,0.49,4318,409
j3036_9,continuous,59.0,59.0,0.02,895,1680
j301_10,discrete,37.0,37.0,0.35,3782,401
j301_10,continuous,38.0,38.0,0.36,1161,2079
j3026_9,discrete,41.0,41.0,0.51,3300,363
j3026_9,continuous,43.0,43.0,4.17,1087,2006
j308_4,discrete,48.0,48.0,0.48,3729,341
j308_4,continuous,48.0,48.0,0.03,1247,2276
j3029_9,discrete,52.0,52.0,0.84,4822,499
j3029_9,continuous,58.0,58.0,5.56,815,1356
j3044_4,discrete,57.0,57.0,0.8,4156,437
j3044_4,continuous,57.0,57.0,0.02,685,1314
j309_9,discrete,37.0,37.0,0.48,3429,369
j309_9,continuous,39.0,39.0,0.55,1025,1733
j3031_5,discrete,48.0,48.0,0.57,3852,387
j3031_5,continuous,52.0,52.0,2.79,973,1808
j3043_3,discrete,55.0,55.0,0.6,4415,433
j3043_3,continuous,57.0,57.0,1.28,873,1643
j3017_5,discrete,35.0,35.0,0.41,4168,471
j3017_5,continuous,38.0,38.0,0.29,955,1733
j3024_9,discrete,43.0,43.0,0.66,4404,475
j3024_9,continuous,43.0,43.0,0.02,1065,1969
j3039_4,discrete,53.0,53.0,0.58,4623,473
j3039_4,continuous,53.0,53.0,0.19,913,1710
j3033_5,discrete,43.0,43.0,0.4,3828,429
j3033_5,continuous,46.0,46.0,0.18,837,1544
j3010_6,discrete,40.0,40.0,0.65,3665,353
j3010_6,continuous,44.0,44.0,10.93,1225,2233
j307_6,discrete,35.0,35.0,0.34,3354,349
j307_6,continuous,35.0,35.0,0.18,1305,2379
j3027_9,discrete,55.0,55.0,0.75,4137,367
j3027_9,continuous,55.0,55.0,0.48,1029,1906
j303_3,discrete,57.0,57.0,0.52,4594,437
j303_3,continuous,57.0,57.0,0.14,1175,2138
j3046_7,discrete,47.0,47.0,0.66,3760,405
j3046_7,continuous,52.0,60.0,1070.41,813,1538
j3021_3,discrete,60.0,60.0,0.39,3298,283
j3021_3,continuous,60.0,60.0,0.18,851,1506
j309_5,discrete,53.0,53.0,0.43,3359,269
j309_5,continuous,53.0,53.0,0.47,941,1589
j3037_2,discrete,49.0,49.0,0.6,3801,389
j3037_2,continuous,52.0,52.0,0.21,793,1437
j3026_1,discrete,59.0,59.0,0.41,3516,319
j3026_1,continuous,59.0,59.0,0.36,871,1586
j3026_1,continuous,49.0,49.0,3.59,1041,1927
j306_9,discrete,48.0,48.0,0.36,3564,321
j306_9,continuous,48.0,48.0,1.45,1113,2025
j3014_3,discrete,58.0,58.0,0.76,4437,425
j3014_3,continuous,58.0,58.0,19.77,1205,2204
j301_4,discrete,55.0,55.0,0.4,4590,413
j301_4,continuous,55.0,55.0,0.25,1171,2095
j3032_9,discrete,65.0,65.0,0.71,4252,347
j3032_9,continuous,65.0,65.0,0.03,921,1717
j3047_5,discrete,44.0,44.0,0.53,3499,381
j3047_5,continuous,47.0,47.0,0.95,865,1629
j307_4,discrete,44.0,44.0,0.52,3905,393
j307_4,continuous,44.0,44.0,0.49,1225,2230
j302_1,discrete,34.0,34.0,0.39,3934,425
j302_1,continuous,43.0,43.0,0.25,1125,2046
j302_1,continuous,34.0,34.0,0.25,1245,2247
j3017_3,discrete,60.0,60.0,0.43,3880,367
j3017_3,continuous,60.0,60.0,0.09,955,1751
j3035_10,discrete,55.0,55.0,0.45,4037,389
j3035_10,continuous,55.0,55.0,0.08,767,1438
j3032_10,discrete,51.0,51.0,0.75,4572,475
j3032_10,continuous,51.0,51.0,0.03,1041,1927
j3022_9,discrete,72.0,72.0,0.47,4217,327
j3022_9,continuous,72.0,72.0,0.2,899,1659
j3047_3,discrete,55.0,55.0,0.72,4636,461
j3047_3,continuous,55.0,55.0,1.38,813,1538
j307_2,discrete,42.0,42.0,0.61,4083,405
j307_2,continuous,42.0,42.0,0.29,1249,2269
j309_7,discrete,41.0,41.0,0.66,4141,437
j309_7,continuous,41.076088344,47.0,1008.53,1093,1915
j3033_3,discrete,42.0,42.0,0.47,4341,469
j3033_3,continuous,45.0,45.0,0.19,785,1465
j303_5,discrete,46.0,46.0,0.38,4670,493
j303_5,continuous,46.0,46.0,0.14,1171,2119
j3039_8,discrete,67.0,67.0,0.61,5082,449
j3039_8,continuous,67.0,67.0,0.09,847,1593
j3045_6,discrete,70.0,70.0,0.89,4560,425
j3045_6,continuous,70.0,70.0,0.05,547,870
j3020_9,discrete,41.0,41.0,0.41,4028,411
j3020_9,continuous,41.0,41.0,0.02,1025,1896
j3039_7,discrete,48.99999999999999,48.99999999999999,0.43,3142,321
j3039_7,continuous,49.0,49.0,0.1,835,1560
j3028_6,discrete,55.0,55.0,0.54,3885,379
j3028_6,continuous,55.0,55.0,0.02,905,1689
j3047_7,discrete,59.999999999999986,59.999999999999986,0.93,4861,485
j3047_7,continuous,66.0,66.0,1.45,861,1622
j3044_5,discrete,55.0,55.0,0.85,4956,545
j3044_5,continuous,55.0,55.0,0.02,905,1699
j3016_6,discrete,51.0,51.0,0.55,3830,365
j3016_6,continuous,51.0,51.0,0.03,1253,2288
j303_2,discrete,39.0,39.0,0.36,3668,397
j303_2,continuous,39.0,39.0,0.23,1247,2273
j3040_7,discrete,46.0,46.0,0.57,4380,473
j3040_7,continuous,46.0,46.0,0.02,853,1608
j3015_2,discrete,47.0,47.0,0.46,4558,445
j3015_2,continuous,47.0,47.0,0.26,1241,2267
j3029_7,discrete,41.0,41.0,0.77,4088,447
j3029_7,continuous,50.0,50.0,14.7,891,1579
j3010_7,discrete,47.0,47.0,0.79,4839,493
j3010_7,continuous,49.0,49.0,0.78,1237,2260
j3048_5,discrete,58.0,58.0,0.67,4262,401
j3048_5,continuous,58.0,58.0,0.03,917,1720
j3035_6,discrete,56.0,56.0,0.48,4166,417
j3035_6,continuous,56.0,56.0,0.07,733,1383
j3034_9,discrete,60.0,60.0,0.46,3767,321
j3034_9,continuous,60.0,60.0,0.09,777,1448
j3046_4,discrete,60.0,60.0,0.76,4395,393
j3046_4,continuous,64.0,64.0,1.69,793,1503
j3015_4,discrete,48.0,48.0,0.6,4199,393
j3015_4,continuous,48.0,48.0,0.22,1225,2239
j3019_4,discrete,39.0,39.0,0.41,3816,427
j3019_4,continuous,39.0,39.0,0.11,1117,2039
j3041_7,discrete,56.0,56.0,0.77,4543,461
j3041_7,continuous,58.0,58.0,0.13,669,1163
j3032_1,discrete,61.0,61.0,0.76,4421,423
j3032_1,continuous,51.0,51.0,0.03,1041,1927
j3032_1,continuous,61.0,61.0,0.03,905,1689
j3044_2,discrete,53.99999999999999,53.99999999999999,0.84,4906,521
j3044_2,continuous,54.0,54.0,0.02,841,1587
j305_6,discrete,47.0,47.0,0.46,4559,441
j305_6,continuous,53.0,53.0,2.38,1177,2068
j3032_8,discrete,53.99999999999999,53.99999999999999,0.74,4157,419
j3032_8,continuous,54.0,54.0,0.03,1069,1976
j3027_5,discrete,49.0,49.0,0.75,4221,455
j3027_5,continuous,49.0,49.0,1.35,1019,1887
j3035_2,discrete,53.0,53.0,0.44,4300,453
j3035_2,continuous,53.0,53.0,0.15,879,1646
j3019_6,discrete,44.0,44.0,0.34,3338,339
j3019_6,continuous,44.0,44.0,0.09,959,1764
j3048_10,discrete,54.0,54.0,0.73,4099,405
j3048_10,continuous,54.0,54.0,0.03,881,1657
j3036_10,discrete,59.0,59.0,0.57,4196,401
j3036_10,continuous,59.0,59.0,0.02,801,1505
j3027_3,discrete,60.0,60.0,0.59,4064,335
j3027_3,continuous,60.0,60.0,0.17,993,1843
j3030_3,discrete,53.0,53.0,0.8,4137,419
j3030_3,continuous,55.0,55.0,7.52,985,1829
j3017_1,discrete,45.0,45.0,0.62,4802,499
j3017_1,continuous,47.0,47.0,1.43,1075,1916
j3017_1,continuous,66.0,66.0,0.11,955,1730
j3029_8,discrete,50.0,50.0,0.98,4915,527
j3029_8,continuous,55.164126273,75.0,1008.52,1019,1836
j3037_8,discrete,57.0,57.0,0.68,3956,401
j3037_8,continuous,57.0,57.0,0.08,673,1176
j3014_9,discrete,44.0,44.0,0.56,3731,369
j3014_9,continuous,44.0,44.0,6.04,1229,2243
j3038_3,discrete,53.0,53.0,0.53,3559,349
j3038_3,continuous,55.0,55.0,0.23,839,1561
j3042_1,discrete,58.0,58.0,0.61,4062,385
j3042_1,continuous,58.0,58.0,1.23,873,1643
j3042_1,continuous,75.0,75.0,0.25,795,1505
j3020_6,discrete,51.0,51.0,0.37,4343,415
j3020_6,continuous,51.0,51.0,0.02,1013,1857
j3047_2,discrete,59.0,59.0,0.72,4230,429
j3047_2,continuous,59.0,59.0,0.29,837,1580
j3028_4,discrete,49.0,49.0,0.68,4201,443
j3028_4,continuous,49.0,49.0,0.03,1029,1906
j3020_2,discrete,70.0,70.0,0.59,3953,311
j3020_2,continuous,70.0,70.0,0.02,997,1829
j309_3,discrete,48.0,48.0,0.61,4213,421
j309_3,continuous,55.0,55.0,4.3,1063,1789
j3035_4,discrete,48.0,48.0,0.36,4049,437
j3035_4,continuous,48.0,48.0,0.09,865,1617
j302_9,discrete,51.0,51.0,0.51,4990,449
j302_9,continuous,51.0,51.0,0.14,1285,2326
j3031_7,discrete,61.0,61.0,0.77,4622,407
j3031_7,continuous,61.0,61.0,0.35,993,1843
j3011_1,discrete,52.0,52.0,0.43,3938,341
j3011_1,continuous,38.0,38.0,0.34,1257,2295
j3011_1,continuous,54.0,54.0,2.34,1125,2055
j3013_1,discrete,34.0,34.0,0.4,3950,421
j3013_1,continuous,52.0,52.0,1.52,1109,1937
j3013_1,continuous,37.0,52.0,1237.33,1123,2017
j3020_4,discrete,43.0,43.0,0.46,4146,435
j3020_4,continuous,43.0,43.0,0.02,1115,2046
j305_10,discrete,56.0,56.0,0.55,4173,333
j305_10,continuous,56.0,56.0,1.05,1151,2027
j3017_8,discrete,53.0,53.0,0.32,3863,371
j3017_8,continuous,54.0,54.0,0.12,963,1741
j3043_7,discrete,52.0,52.0,0.73,4260,441
j3043_7,continuous,52.0,52.0,0.49,865,1629
j3038_7,discrete,63.0,63.0,0.47,3594,297
j3038_7,continuous,65.0,65.0,0.35,881,1645
j3024_6,discrete,56.0,56.0,0.6,4524,435
j3024_6,continuous,56.0,56.0,0.02,1071,1978
j3011_9,discrete,67.0,67.0,0.46,3547,249
j3011_9,continuous,67.0,67.0,0.25,1113,2040
j3036_1,discrete,66.0,66.0,0.56,4597,433
j3036_1,continuous,59.0,59.0,0.02,801,1505
j3036_1,continuous,66.0,66.0,0.02,831,1562
j3029_4,discrete,54.0,54.0,0.71,4373,419
j3029_4,continuous,57.0,57.0,0.28,763,1250
j3010_2,discrete,52.0,52.0,0.52,4004,361
j3010_2,continuous,56.0,56.0,6.16,1129,2071
j3022_3,discrete,61.0,61.0,0.49,4119,379
j3022_3,continuous,61.0,61.0,0.13,1015,1859
j3045_5,discrete,58.0,58.0,0.68,3611,353
j3045_5,continuous,58.0,58.0,0.25,623,1105
j3031_9,discrete,46.0,46.0,0.56,3764,391
j3031_9,continuous,50.0,50.0,6.23,1021,1892
j3043_2,discrete,43.0,43.0,0.57,3805,429
j3043_2,continuous,43.0,43.0,0.14,885,1664
j3030_4,discrete,50.0,50.0,0.6,4091,403
j3030_4,continuous,53.0,53.0,4.7,961,1787
j3029_5,discrete,53.0,53.0,0.87,4755,479
j3029_5,continuous,53.0,53.0,0.2,815,1359
j3014_2,discrete,44.0,44.0,0.58,4375,421
j3014_2,continuous,46.1875,56.0,960.25,1221,2232
j306_1,discrete,54.0,54.0,0.45,4381,425
j306_1,continuous,61.0,61.0,2.83,1171,2137
j306_1,continuous,58.0,58.0,4.19,1169,2123
j3021_9,discrete,43.0,43.0,0.49,3660,399
j3021_9,continuous,45.0,45.0,0.26,895,1553
j303_8,discrete,54.0,54.0,0.35,3833,301
j303_8,continuous,54.0,54.0,0.12,1219,2206
j3010_8,discrete,50.0,50.0,0.71,4563,429
j3010_8,continuous,54.0,54.0,17.26,1269,2313
j3038_5,discrete,62.0,62.0,0.69,4470,397
j3038_5,continuous,63.0,63.0,0.31,799,1494
j309_6,discrete,47.0,47.0,0.58,3788,333
j309_6,continuous,47.0,47.0,1.25,1077,1854
j3042_9,discrete,59.0,59.0,0.66,4402,449
j3042_9,continuous,59.0,59.0,0.99,877,1629
j3011_2,discrete,56.0,56.0,0.83,5015,433
j3011_2,continuous,56.0,56.0,1.73,1253,2288
j3044_9,discrete,64.0,64.0,0.65,3480,297
j3044_9,continuous,64.0,64.0,0.02,701,1342
j3044_7,discrete,42.0,42.0,0.6,4105,457
j3044_7,continuous,42.0,42.0,0.02,845,1594
j3041_10,discrete,59.0,59.0,0.68,4488,441
j3041_10,continuous,61.0,61.0,0.3,683,1144
j3013_10,discrete,52.0,52.0,0.34,3393,273
j3013_10,continuous,52.0,52.0,1.52,1109,1937
j3043_4,discrete,67.0,67.0,0.58,3540,305
j3043_4,continuous,67.0,67.0,0.31,823,1539
j3036_8,discrete,63.0,63.0,0.42,3669,357
j3036_8,continuous,63.0,63.0,0.02,719,1369
j3025_1,discrete,63.0,63.0,0.57,4311,387
j3025_1,continuous,63.0,63.0,0.14,815,1359
j3025_1,continuous,47.0,47.0,0.92,847,1499
j3012_1,discrete,47.0,47.0,0.64,4500,457
j3012_1,continuous,57.0,57.0,0.03,1289,2351
j3012_1,continuous,47.0,47.0,0.04,1265,2309
j3037_10,discrete,60.0,60.0,0.67,3828,357
j3037_10,continuous,60.0,60.0,0.16,693,1247
j3046_3,discrete,64.0,64.0,0.59,4120,325
j3046_3,continuous,64.0,65.0,978.99,865,1629
j3020_1,discrete,57.0,57.0,0.36,4498,399
j3020_1,continuous,57.0,57.0,0.02,1029,1894
j3020_1,continuous,37.0,37.0,0.02,1009,1871
j302_5,discrete,51.0,51.0,0.39,4349,421
j302_5,continuous,51.0,51.0,0.2,1147,2086
j3027_1,discrete,43.0,43.0,0.45,3701,395
j3027_1,continuous,62.0,62.0,0.24,1009,1871
j3027_1,continuous,43.0,43.0,0.28,1047,1936
j3045_8,discrete,65.0,65.0,0.49,3195,277
j3045_8,continuous,65.0,65.0,0.16,587,1015
j3035_9,discrete,58.0,58.0,0.45,4601,433
j3035_9,continuous,58.0,58.0,0.05,723,1370
j3037_1,discrete,46.0,46.0,0.79,4061,417
j3037_1,continuous,47.0,47.0,0.23,751,1356
j3037_1,continuous,60.0,60.0,0.16,693,1247
j3024_3,discrete,69.0,69.0,0.59,5063,463
j3024_3,continuous,69.0,69.0,0.03,953,1773
j307_3,discrete,39.0,39.0,0.48,3835,409
j307_3,continuous,39.0,39.0,0.28,1217,2222
j3024_8,discrete,38.0,38.0,0.51,4170,479
j3024_8,continuous,38.0,38.0,0.03,1137,2095
j3028_3,discrete,40.0,40.0,0.52,3360,351
j3028_3,continuous,40.0,40.0,0.03,1085,2004
j3033_9,discrete,55.0,55.0,0.61,4745,485
j3033_9,continuous,56.0,56.0,0.16,803,1480
j3041_5,discrete,63.0,63.0,1.09,4988,517
j3041_5,continuous,70.0,70.0,0.97,601,1077
j3022_5,discrete,46.0,46.0,0.54,3861,407
j3022_5,continuous,51.0,51.0,0.83,1109,2028
j3012_8,discrete,35.0,35.0,0.94,4547,513
j3012_8,continuous,35.0,35.0,0.04,1333,2428
j309_4,discrete,52.0,52.0,0.75,4251,389
j309_4,continuous,52.0,52.0,1.74,1115,1928
j3043_9,discrete,56.0,56.0,0.6,3797,381
j3043_9,continuous,57.0,57.0,1.3,865,1629
j3033_1,discrete,62.0,62.0,0.54,4678,469
j3033_1,continuous,51.0,51.0,0.12,825,1544
j3033_1,continuous,63.0,63.0,0.09,749,1396
j3014_4,discrete,45.0,45.0,0.42,3543,341
j3014_4,continuous,50.0,50.0,43.96,1209,2211
j302_10,discrete,40.99999999999999,40.99999999999999,0.38,3868,381
j302_10,continuous,43.0,43.0,0.25,1125,2046
j307_5,discrete,41.0,41.0,0.5,4702,485
j307_5,continuous,44.0,44.0,0.62,1279,2332
j3016_8,discrete,44.0,44.0,0.45,3805,365
j3016_8,continuous,44.0,44.0,0.03,1305,2379
j302_7,discrete,47.0,47.0,0.43,3869,381
j302_7,continuous,47.0,47.0,0.16,1275,2307
j3010_5,discrete,41.0,41.0,0.77,4289,409
j3010_5,continuous,41.0,41.0,2.9,1313,2393
j3015_10,discrete,65.0,65.0,0.78,4115,373
j3015_10,continuous,65.0,65.0,0.69,1061,1952
j3031_2,discrete,63.0,63.0,0.54,4039,331
j3031_2,continuous,63.0,63.0,0.38,1117,2060
j3019_8,discrete,55.0,55.0,0.48,4640,399
j3019_8,continuous,55.0,55.0,0.2,1061,1953
j3017_6,discrete,63.0,63.0,0.43,4158,379
j3017_6,continuous,63.0,63.0,0.08,901,1634
j3029_2,discrete,55.0,55.0,0.71,4606,415
j3029_2,continuous,58.0,58.0,2.36,903,1549
j305_8,discrete,53.0,53.0,0.58,4467,429
j305_8,continuous,53.0,53.0,0.32,1039,1780
j3024_4,discrete,53.0,53.0,0.49,4041,387
j3024_4,continuous,53.0,53.0,0.02,1065,1969
j3022_8,discrete,50.0,50.0,0.59,3975,403
j3022_8,continuous,54.0,54.0,3.49,1031,1884
j3031_10,discrete,49.0,49.0,0.78,4321,415
j3031_10,continuous,55.0,55.0,31.56,981,1822
j3017_2,discrete,59.0,59.0,0.47,4315,407
j3017_2,continuous,59.0,59.0,0.12,949,1742
j3020_8,discrete,51.0,51.0,0.36,4095,399
j3020_8,continuous,51.0,51.0,0.02,1045,1934
j3027_6,discrete,59.0,59.0,0.66,4405,431
j3027_6,continuous,59.0,59.0,0.27,945,1759
j3027_8,discrete,66.0,66.0,0.54,3957,319
j3027_8,continuous,66.0,66.0,0.31,967,1793
j3043_10,discrete,59.0,59.0,0.46,3687,353
j3043_10,continuous,60.0,60.0,1.0,775,1470
j3026_3,discrete,58.0,58.0,0.7,3863,375
j3026_3,continuous,58.0,58.0,1.28,977,1806
j3014_6,discrete,34.0,34.0,0.49,3739,413
j3014_6,continuous,35.0,35.0,6.79,1281,2337
j3037_6,discrete,50.0,50.0,0.63,4327,461
j3037_6,continuous,52.0,52.0,0.14,603,1109
j307_8,discrete,43.0,43.0,0.64,4530,489
j307_8,continuous,43.0,43.0,0.18,1217,2192
j3045_1,discrete,53.0,53.0,0.59,3732,381
j3045_1,continuous,58.0,58.0,0.09,541,924
j3045_1,continuous,56.00000000000001,56.00000000000001,0.25,611,1024
j3017_4,discrete,42.00000000000001,42.00000000000001,0.3,3628,395
j3017_4,continuous,43.0,43.0,0.27,903,1636
